0,1,2,3,4,5,6,7
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0,0.0,0.00033010702153090624,0.0,0.0,0.0,0.0,9.236230534344215e-05
0.004298547314239703,0.0,0.004648767153659908,0.00047833827062092777,0.0008039671607399159,0.0,0.000994881585556155,0.0025928961507196797
0.009239371034088445,0.002451130432604819,0.004325433807818459,0.007169153355706976,0.01604348407594632,0.006677324639313804,0.002659826535818706,0.009914280936610217
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0036830189450156375,0.0034014897235004503,0.00382262539499499,0.002307928392164349,0.001779850195274164,0.0,0.0018553022903685457,0.003602763437091995
0.0005853298038946167,0.0,0.002399383870434581,0.0004425023120891729,0.004463919027136302,0.0,0.0019598429569857357,0.0020872119358047465
0.013858146084413298,0.002516236122394988,0.010919027267261655,0.008742307350935225,0.010652562435156198,0.010056132334957533,0.0088718201398947,0.011843262550811709
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.004740224957223772,0.0,0.0001413828926170082,0.003169643559727432,0.0005710700498577938,0.0,0.0,0.002150559378880005
0.0007734666032104716,0.0,0.0006759815580792489,0.0,0.0007286801453813494,0.0,0.0014410851955796071,0.0005482210907552326
0.005298524011459422,0.004053313717675692,0.0015785091889755722,0.008580651830804878,0.011816757897022977,0.009311540196388335,0.011569719369540423,0.007871434877733166
0.0008613814440868056,0.0012011913921459079,0.0011965293681577296,0.0010583629344455437,0.0,0.0,0.0,0.001040430997388844
0.015370361066649322,0.01771229051607451,0.01397592983719495,0.01450684652810543,0.005768181636070554,0.0027651454536934145,0.005932933107412627,0.016079661936917247
0.00988155770167216,0.0110592049141968,0.015891991261328047,0.014129927280564785,0.010506388356145573,0.008911616973153852,0.0059594409167432975,0.015373693338039448
0.010801535320352057,0.011689057946809493,0.01634290070240104,0.014867755151240721,0.011372100107127308,0.009376958318868037,0.00627062734500381,0.01625061836052889
0.00964499545422029,0.004193274210443789,0.011504445025167563,0.00904393681657772,0.0034319244862181485,0.0017304360188873421,0.0027513864972096565,0.009586291807701893
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.011126819185035813,0.0066836828976452834,0.015639496810222912,0.008368319988131905,0.004953305510117993,0.005605564015092532,0.0025266510664996994,0.011700227411298263
0.00034788737878466326,0.0,0.0012824036495147693,0.0,0.0003704384046022612,0.0,0.0,0.0005314001114077265
0.0026283933191405466,0.0004343990013030893,0.002050635733652813,0.0008807009441963237,0.0024277002776356372,0.0009519569767854804,0.0010878446020563578,0.0021128826563260594
0.007258719099402666,0.000819745569402905,0.007647196495160058,0.0034113864241849395,0.003688401928543873,0.0013874311761558162,0.0012197046756779349,0.005825894126566017
0.007961830518061219,0.0007049577081615112,0.008011453292544062,0.0038802207178768667,0.003954481621207047,0.0012400641931945215,0.0033933429746024458,0.006267677648823527
0.0050983342272388574,0.005743704045423018,0.007534607658777064,0.0041918910777209335,0.00365486701759213,0.006966390253311028,0.0024445906447929577,0.006393670975560375
0.004149339025576581,0.006048256569975314,0.006740501264041081,0.0037502446847658224,0.003283263488982052,0.005980959264406949,0.001886568616606095,0.005791086042362397
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0024272246003209305,0.0009702963472375024,0.0006070032593657808,0.0,0.0012004490808279187,0.0011186897380841831
0.0011351587421774192,0.0,0.000982848846801109,0.00037942463973323715,0.0,0.0,0.0,0.0006346942744458938
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0038401950209533578,0.005597634857575932,0.006051833034217597,0.0034708349635983976,0.003038645920506531,0.005535351497220412,0.0017460109582563867,0.005307450937279838
0.007934608944151107,0.0016010819085198428,0.004055099677479364,0.0035507606183243965,0.003573685818082756,0.0010543177553950182,0.0024416291690999054,0.00511588653121964
0.0022209465947237235,0.0017484136904617053,0.0063353982758892055,0.0007411657576109688,0.002015050364337327,0.0,0.003985094512042868,0.0033029355602147118
0.0,0.0,0.0009407196400828257,0.0,0.00039820668830687473,0.0,0.0007875194170406552,0.0003665672470624861
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0038159442543940535,0.001568742209848048,0.005899608912924928,0.0031484075021924103,0.0021154915951262674,0.0006497625916989463,0.00206600729069277,0.004225953738940374
0.0038838352275880296,0.0005863731816791646,0.0032747460264525886,0.0007022733012371201,0.0005072643880561125,0.0,0.0010031990092029244,0.002207319165231608
0.003499380259402507,0.0005283289883246213,0.0029505838759904634,0.000632756330546185,0.0008016684992372537,0.0,0.0015854317059904581,0.002078268917952315
0.003937493566272983,0.0057394614382315565,0.006205167577784724,0.00355877507892066,0.0031156357156063904,0.005675600012093661,0.0017902494215176344,0.005441925163910235
0.0,0.0,0.0009567373771256778,0.0,0.00040498699749808384,0.0,0.0008009285969927042,0.0003728088279988128
0.0003302137903229043,0.0,0.001324452342203566,0.0,0.0,0.0,0.0,0.00044313080502852693
0.024158802506636393,0.03132694915801983,0.015251010883196234,0.02665233887563813,0.016591522254844483,0.010259460372442073,0.016352581777437664,0.02707309501571316
0.010103442908965097,0.008567150807833964,0.010327982194902626,0.009614328252478526,0.005972088403994554,0.0028716009033088125,0.005520817159193408,0.010943173173974596
0.0041983275628339626,0.0,0.009344435045274511,0.0017705694600518055,0.0013622118163569919,0.0,0.002693998586675245,0.0044051770054247125
0.002573515368979465,0.0006542334274602168,0.002743209596261076,0.0036945617782998016,0.0,0.0,0.0,0.00252050914220554
0.002444579620986491,0.0010097116727837026,0.003927300483297738,0.0014863102054316788,0.0,0.0,0.0,0.0022434520728771092
0.0013001123926361766,0.0010051883891014166,0.004049238858601665,0.0014796518663431455,0.0,0.0,0.0,0.0020233824863609873
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0018920271818324316,0.0,0.0011950453955252459,0.004286087994424133,0.0005639323818284775,0.0,0.0011152693152297404,0.0021421888021728027
0.009101152769961759,0.0,0.0007576725224552665,0.0,0.0,0.0,0.0,0.0022117270362818743
0.003534261296750284,0.0,0.005182060600473525,0.004173732164121539,0.0005980281644093351,0.0,0.0,0.003594767112267791
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008584474137030543,0.009171530451731587,0.008445181530260321,0.014484428652342044,0.008048674542448227,0.004323213544184273,0.0049833905368954975,0.012142130904510193
0.006285723054399249,0.006428702112915482,0.0063429884296311,0.009861207874484553,0.005697457371973002,0.002471618146899087,0.004072675771739775,0.008618142630707044
0.01181600713983212,0.0120847815611124,0.011923655548256851,0.018537263198499996,0.010710175488722082,0.004646189057002522,0.007655883910351148,0.016200528399872138
0.0013205248076479323,0.0,0.0,0.000998300917990714,0.0011178524494323669,0.0,0.0,0.0008704496424146567
0.0,0.0012921369013052923,0.0009309991076883444,0.0,0.0008027015509855588,0.0,0.0,0.0006934212650774063
0.0004059529148627741,0.0,0.0012751799787508063,0.00030689553518525154,0.0006872956230816201,0.0,0.0013592404756564884,0.0007135780512575315
0.006032649594281647,0.007667165528768371,0.0067760398605221945,0.006505102329317711,0.0034346550144927035,0.0007013263603937742,0.004465014647982016,0.007336192228607566
0.0,0.0008783630007374344,0.0,0.0,0.0,0.0,0.0,0.0001526660553911665
0.00040602424256908136,0.0,0.0012754040334617917,0.00030694945807581165,0.0006874163839347994,0.0,0.0013594793001651911,0.0007137034300485289
0.0004847459452377702,0.0,0.0017391597221013072,0.0003664621212115553,0.0008206955887509833,0.0,0.0016230609143433957,0.0009126478931805618
0.00763968006406076,0.009366910399780071,0.004801128929385703,0.01584239315148845,0.03543921066235509,0.030185688418701874,0.03471741667060578,0.018453082260580584
0.0040885134474664,0.005419954699490687,0.008416995348836933,0.006854663119118186,0.004489990513018567,0.002753094267249177,0.003587885776222296,0.007353090271293208
0.005201143725675126,0.0,0.0007462490662058898,0.0,0.002901554989352641,0.0,0.0,0.002104736377035822
