0,1,2,3,4,5,6,7
0.04109399295419248,0.06182205978435495,0.0452050376875726,0.04973583394271787,0.03988228855516454,0.050034097347185516,0.02048321077487086,0.05799828909783607
0.10344134764265565,0.039310976857320525,0.09248377119984678,0.07221195224845432,0.08395022706973261,0.05613477570503474,0.06813112678084125,0.10042293619192946
0.17350110270072402,0.07498524693166797,0.15191717548060502,0.144997064891247,0.1617235550781171,0.0981733947648422,0.1647672252508915,0.18032812299681103
0.19828246684375966,0.09104649711236286,0.17170956191397718,0.16859821306022046,0.1832816964231963,0.12726082733371652,0.1675265655712227,0.20675396013093889
0.01674828077254214,0.0069274274018504625,0.010957300418665255,0.014315936255744345,0.0,0.0,0.0,0.012297751010933807
0.01674828077254214,0.0069274274018504625,0.010957300418665255,0.014315936255744345,0.0,0.0,0.0,0.012297751010933807
0.01674828077254214,0.0069274274018504625,0.010957300418665255,0.014315936255744345,0.0,0.0,0.0,0.012297751010933807
0.01674828077254214,0.0069274274018504625,0.010957300418665255,0.014315936255744345,0.0,0.0,0.0,0.012297751010933807
0.041064961517891914,0.06177838471017565,0.04517310194519892,0.049700697354833304,0.03985411314468544,0.04999875004687305,0.020468740119037918,0.057957315380890106
0.01674828077254214,0.0069274274018504625,0.010957300418665255,0.014315936255744345,0.0,0.0,0.0,0.012297751010933807
0.01674828077254214,0.0069274274018504625,0.010957300418665255,0.014315936255744345,0.0,0.0,0.0,0.012297751010933807
0.01674828077254214,0.0069274274018504625,0.010957300418665255,0.014315936255744345,0.0,0.0,0.0,0.012297751010933807
0.041064961517891914,0.06177838471017565,0.04517310194519892,0.049700697354833304,0.03985411314468544,0.04999875004687305,0.020468740119037918,0.057957315380890106
0.04109399295419248,0.06182205978435495,0.0452050376875726,0.04973583394271787,0.03988228855516454,0.050034097347185516,0.02048321077487086,0.05799828909783607
0.04109399295419248,0.06182205978435495,0.0452050376875726,0.04973583394271787,0.03988228855516454,0.050034097347185516,0.02048321077487086,0.05799828909783607
0.01674828077254214,0.0069274274018504625,0.010957300418665255,0.014315936255744345,0.0,0.0,0.0,0.012297751010933807
0.01674828077254214,0.0069274274018504625,0.010957300418665255,0.014315936255744345,0.0,0.0,0.0,0.012297751010933807
0.01674828077254214,0.0069274274018504625,0.010957300418665255,0.014315936255744345,0.0,0.0,0.0,0.012297751010933807
0.01674828077254214,0.0069274274018504625,0.010957300418665255,0.014315936255744345,0.0,0.0,0.0,0.012297751010933807
0.01674828077254214,0.0069274274018504625,0.010957300418665255,0.014315936255744345,0.0,0.0,0.0,0.012297751010933807
