0,1,2,3,4,5,6,7
0.020359527561042857,0.028976880238862048,0.021313815552559283,0.02151211247246963,0.0162448071207678,0.01504206546452324,0.007578194130310037,0.026664791759479327
0.05099368255529685,0.018838029406827578,0.04177234184156695,0.03271100046132485,0.03288976226022447,0.02126472522363137,0.02561028171885092,0.04565920939944452
0.09704062930015245,0.04636072466488154,0.0778568527075141,0.07901134544341062,0.07557821345064496,0.041210181698850754,0.07588106695336172,0.09615039147913827
0.10434088875183872,0.048680471818995624,0.08517535764471672,0.08468199598646971,0.07994979272151843,0.04972113856992379,0.07207624889705358,0.10323844148923944
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.02027339141186282,0.02885428619184681,0.021223642045805426,0.02142110002026264,0.016176079340844612,0.014978426188467184,0.007546132656478361,0.02655197958965059
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.02027339141186282,0.02885428619184681,0.021223642045805426,0.02142110002026264,0.016176079340844612,0.014978426188467184,0.007546132656478361,0.02655197958965059
0.020359527561042857,0.028976880238862048,0.021313815552559283,0.02151211247246963,0.0162448071207678,0.01504206546452324,0.007578194130310037,0.026664791759479327
0.020359527561042857,0.028976880238862048,0.021313815552559283,0.02151211247246963,0.0162448071207678,0.01504206546452324,0.007578194130310037,0.026664791759479327
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.02029234679885526,0.028881264616425397,0.02124348590617365,0.021441128501558087,0.016191203788338226,0.014992430844085584,0.007553188203421345,0.02657680538412733
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.014397712677931357,0.002832156607745719,0.008639818480297792,0.0058142230484900985,0.0,0.0,0.0,0.00790104788309939
0.020359527561042857,0.028976880238862048,0.021313815552559283,0.02151211247246963,0.0162448071207678,0.01504206546452324,0.007578194130310037,0.026664791759479327
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020359527561042857,0.028976880238862048,0.021313815552559283,0.02151211247246963,0.0162448071207678,0.01504206546452324,0.007578194130310037,0.026664791759479327
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.020191547696693263,0.003971854870909887,0.012116598715232154,0.008153945326520348,0.0,0.0,0.0,0.011080536801515085
0.07973707491498859,0.09316115032680641,0.06035911063148749,0.05916999232165026,0.0635640505828978,0.045929510267162625,0.04682530154329052,0.08644115787523225
