year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204
2007,0.038695717,-0.000467844,-0.000216647,0.006066948,0.005868509,-0.003422604,-0.003422604,0.149228273,0.149228273,-0.102573339,-0.260286453,-0.207711861,0.0261198,0.0261198,0.00132785,-0.028220964,-0.028220964,-0.100352704,0.074244493,-0.036102175,0.005513963,-0.019429221,-0.019429221,0.001475489,0.001651787,0.001651787,0.009618174,0.164281918,0.164281918,0.194972679,0.194972679,-0.017950742,-0.017950742,-0.078424415,-0.089863767,-0.089863767,-0.065438146,-0.065438146,0.149270247,0.114474148,0.114474148,-0.094363725,-0.094363725,0.028508578,0.028508578,-0.088104009,-0.088104009,-0.040600909,-0.040600909,0.07597444,0.094425152,-0.05637725,-0.05637725,0.074927613,0.00545215,0.00545215,-0.026591652,-0.026591652,-0.011636439,0.040610951,0.040610951,-0.08351121,-0.08351121,0.070215349,0.070215349,-0.004699089,-0.004699089,-0.004289552,-0.004289552,0.028982109,-0.091648048,-0.091648048,-0.044435044,-0.130365747,-0.130365747,-0.017510158,0.043193015,0.043193015,-0.059986601,-0.059986601,0.002297072,0.002297072,-0.033483847,-0.016974205,-0.016974205,0.082873257,0.082873257,0.079649301,0.079649301,-0.06193843,-0.06193843,-0.061234389,-0.061234389,-0.035195021,-0.035195021,0.059407851,0.059407851,-0.020504026,-0.020504026,-0.023615444,-0.023615444,-0.045085105,-0.122035338,-0.122035338,-0.044258246,-0.044258246,-0.072046211,-0.072046211,-0.097649057,-0.009289336,-0.049576679,-0.049576679,-0.107447452,-0.107447452,0.011481425,0.011481425,-0.033508868,-0.033508868,0.027659048,0.027659048,0.085509295,0.085509295,0.098967337,-0.016160702,-0.042022824,-0.042022824,-0.048429199,-0.048429199,-0.01021017,0.028514063,0.034209257,0.034209257,-0.096646912,-0.096646912,0.040410456,0.040410456,-0.008674958,-0.008674958,-0.017289631,-0.017289631,-0.05650597,-0.05650597,-0.014878866,-0.014878866,0.086568125,0.032844879,0.032844879,0.066420419,0.066420419,0.143008358,0.143008358,-0.118441625,-0.118441625,-0.075399428,-0.075399428,0.059659525,0.059659525,-0.118890214,0.019409677,0.019409677,-0.089937698,-0.089937698,0.015380947,0.015380947,-0.014794814,-0.014794814,-0.015496009,-0.015496009,0.063346231,0.063346231,0.10608495,0.10608495,-0.073283119,-0.067236925,-0.067236925,-0.032331198,0.032476768,-0.000860788,-0.000163469,0.000269748,-0.000395941,0.000816574,0.000105116,0,0,0,0,0.000519819,0,0,1.95E-05,0,0,0,0,0,0,0,0,-0.000302562,0.003300813,0,0,0,0
2008,-0.039159115,-0.000458367,0.000282285,-0.00557381,-0.001650618,-0.001650618,0.031923819,0.167515525,0.167515525,0.1484962,-0.129029519,0.126390289,-0.152092768,-0.152092768,-0.044717105,0.043194769,0.043194769,-0.019673003,-0.019673003,-0.014547912,0.000939363,0.039347397,-0.007138929,-0.007138929,0.015204102,-0.012163161,-0.193167887,-0.193167887,-0.078030384,-0.023945968,0.020919975,0.068337671,0.068337671,0.089251505,0.089251505,0.216514743,0.216514743,-0.148928582,-0.10902262,-0.10902262,0.022501252,0.022501252,-0.063018902,0.011682278,0.011682278,-0.211464749,0.110577324,0.110577324,0.062287313,-0.035921141,0.001122568,0.203781309,-0.052337569,-0.052337569,0.023773657,0.023773657,0.039889282,0.039889282,0.009708343,-0.002715842,-0.002715842,0.044067377,0.044067377,0.000506336,0.000506336,0.052228172,0.052228172,0.056258375,0.110408515,0.110408515,0.053909665,0.053909665,0.01274505,0.01274505,0.018453506,0.018453506,-0.027689907,-0.027689907,0.054449864,0.054449864,0.012833758,-0.048432469,-0.048432469,-0.055632845,-0.012403392,-0.012403392,0.036287935,0.036287935,0.013073052,0.013073052,0.085499907,0.085499907,0.021113987,0.021113987,0.043422294,0.043422294,-0.015196207,-0.015196207,0.061353279,-0.050472015,-0.050472015,-0.079819602,-0.079819602,0.008774918,0.008774918,0.023795622,0.023795622,-0.070840491,-0.070840491,-0.010144389,0.009518589,-0.044285994,-0.044285994,-0.067274577,-0.067274577,-0.059779794,-0.059779794,-0.068381458,-0.068381458,-0.024957367,-0.024957367,0.032662471,0.032662471,-0.060682663,-0.060682663,-0.014474042,0.022236457,0.022236457,0.066172656,0.066172656,0.013712419,0.013712419,0.040460893,0.037197791,0.037197791,-0.025787176,-0.025787176,-0.105009356,-0.038447967,-0.038447967,-0.07914105,-0.07914105,-0.046143234,-0.046143234,0.00815654,0.00815654,-0.00872224,-0.00872224,0.020683068,0.020683068,0.067924606,0.067924606,-0.018640975,-0.018640975,0.032558286,0.032558286,0.008507306,0.008507306,-0.008217944,0.011719987,0.011719987,0.016993455,-0.026487457,-0.026487457,0.046711564,0.046711564,-0.023696775,0.015604686,0.015604686,0.016043792,0.016043792,-0.063716482,0.032006797,0.062122624,0.062122624,0.034432588,0.022506989,-0.000795675,-5.19E-05,0.000435666,-0.000505022,0.001154811,9.76E-05,0,0,0,0,0.000740989,0,0,-8.46E-06,0,0,0,0,0,0,0,0,-0.000266211,0.003598243,0,0,0,0
2009,0.044322488,0.00060921,0.000277863,-0.006085073,-0.009386598,-0.010263492,-0.001575702,-0.060022151,-0.060022151,-0.187999782,-0.196246169,-0.196246169,-0.20595903,0.094658404,0.094658404,-0.194791504,0.207344927,-0.095836093,-0.027204713,-0.091203758,-0.091203758,0.260589603,0.260589603,-0.184813667,-0.004422827,0.134039097,-0.162376654,-0.162376654,0.001232888,0.001232888,-0.185767506,-0.027357838,-0.027357838,0.048354022,0.048354022,0.010800305,0.052874896,0.052874896,-0.113530187,-0.113530187,0.065953337,0.065953337,0.041767459,-0.047231901,-0.047231901,-0.039691861,-0.039691861,-0.004884832,-0.004884832,0.070689374,0.070689374,0.035402355,0.035402355,0.086503927,0.157061581,0.010513796,0.090856493,0.090856493,-0.037572002,-0.037572002,-0.074152839,-0.074152839,-0.099595342,-0.099595342,-0.00602781,-0.040064336,-0.040064336,-0.0294445,-0.0294445,0.006231515,0.056351019,0.056351019,0.048323265,0.048323265,0.115464627,-0.062589044,-0.062589044,-0.006358622,-0.006358622,0.073302865,0.073302865,-0.05394143,-0.05394143,0.003478697,0.088889499,0.088889499,0.009083908,0.009083908,0.137114758,0.137114758,0.054902685,0.015840034,0.015840034,0.009758313,0.026900786,0.026900786,0.109777133,0.109777133,-0.044433281,-0.044433281,0.054920182,0.054920182,-0.007467085,-0.007467085,-0.016819403,-0.016819403,0.031393767,0.031393767,0.004087953,-0.001903599,-0.001903599,0.002761933,-0.022195676,-0.022195676,-0.036864058,-0.036864058,-0.079917921,-0.079917921,-0.027566664,-0.027566664,-0.01486531,-0.01486531,0.078860378,0.078860378,0.038325384,-0.003422366,0.044181152,0.044181152,-0.047360596,0.04958049,-0.011044427,-0.053407859,-0.053407859,0.053614254,0.053614254,-0.053560151,-0.053560151,0.033832858,0.033832858,-0.043674044,-0.043674044,-0.036212997,-0.036212997,-0.005314144,-0.021627843,-0.021627843,-0.019112656,-0.019112656,0.017755761,0.017755761,0.007449871,0.007449871,-0.045435869,-0.045435869,0.023197829,0.023197829,0.01408399,0.01408399,0.023708251,0.023708251,-0.019769711,-0.028312606,-0.028312606,0.014167861,0.014167861,4.38E-05,-0.03873218,0.00327305,0.00327305,0.045063294,-0.060737047,-0.060737047,-0.035130923,0.043425991,-0.041473385,-0.053589498,-0.053589498,-0.000826371,-5.80E-05,0.000473046,-0.000468013,0.001243902,0.000189682,0,0,0,0,0.000365949,0,0,5.30E-05,0,0,0,0,0,0,0,0,0.000504022,0.004088098,0,0,0,0
2010,0.046076365,0.000589665,-0.000219839,-0.006193247,-0.005909198,-0.187679299,-0.187679299,0.012212933,-0.003527808,0.216868536,0.216868536,0.18329284,0.115334874,0.062494559,0.062494559,0.045078469,0.045078469,-0.257117276,0.088384442,0.02917969,0.02917969,-0.217423621,-0.217423621,0.008224808,0.008224808,0.008811468,0.008811468,0.019794007,0.019794007,0.0522072,-0.11446747,-0.11446747,-0.082122387,0.168027096,0.168027096,-0.00672618,0.14667346,0.14667346,-0.076658697,0.10754816,0.10754816,0.01931814,0.01931814,0.016772629,0.016772629,-0.142940371,-0.081208982,-0.054364536,-0.054364536,0.187841761,0.187841761,0.07002078,0.07002078,0.070704027,0.070704027,0.002032456,0.002032456,-0.009530043,-0.009530043,-0.004149606,0.039874008,0.004318556,0.004318556,-0.052755044,-0.052755044,0.06934522,0.06934522,0.048697625,0.048697625,0.016054493,0.016054493,-0.055086744,-0.05539346,-0.05539346,0.068407615,0.068407615,0.007088295,0.007088295,0.081435454,0.081435454,0.117977085,0.047480698,-0.104499382,-0.104499382,0.008113586,0.008113586,0.102643417,0.102643417,-0.008146592,-0.008146592,0.00819417,0.00819417,-0.058008859,-0.058008859,-0.045282533,-0.028103798,-0.028103798,-0.026656793,-0.026656793,-0.113600583,-0.145736069,-0.145736069,0.007021761,0.007021761,0.098227889,0.038550416,0.038550416,-0.049516257,-0.078493861,-0.078493861,-0.068625395,-0.068625395,0.03428072,-0.020412753,-0.020412753,-0.111419427,-0.111419427,-0.061699604,-0.061699604,0.064716931,-0.005475945,-0.005475945,-0.066076569,-0.066076569,0.092994891,0.092994891,-0.040338252,-0.040338252,-0.065459616,-0.065459616,0.049657895,0.049657895,-0.027530465,-0.027530465,0.01612422,0.01612422,0.010141321,0.010141321,-0.088277504,-0.088277504,-0.034346052,-0.034346052,0.009752463,0.011587225,0.011587225,-0.077632049,-0.077632049,0.048433692,-0.029556586,-0.029556586,-0.00991272,-0.00991272,-0.012733128,-0.012733128,0.020718088,0.020718088,0.053801774,0.053801774,-0.052707168,-0.038701918,-0.038701918,-0.032374642,0.010362148,0.010362148,-0.057197684,-0.037880125,-0.037880125,-0.023115251,-0.023115251,-0.020593578,-0.020593578,0.030903632,-0.042854948,-0.042854948,-0.093639667,-0.14304856,0.02947357,-0.000640964,-0.000150423,0.00051681,-0.000422633,0.001101181,0.000174862,0,0,0,0,0.000321789,0,0,1.80E-05,0,0,0,0,0,0,0,0,0.002103844,0.003513764,0,0,0,0
2011,-0.050553364,-0.000570463,0.000258051,-0.006433204,0.011571037,-0.014600081,-0.218217783,-0.218217783,0.004795842,0.173806424,-0.127540986,-0.153015989,-0.022025192,-0.022025192,-0.193556068,-0.193556068,-0.156971951,-0.128385803,-0.004844633,-0.019729193,-0.017220829,-0.017220829,-0.010401446,-0.010401446,-0.150401981,-0.150401981,-0.043500338,-0.043500338,-0.004479258,0.0045298,-0.206696882,-0.206696882,0.006119873,0.170805968,0.170805968,0.117399116,0.046559105,0.081699754,-0.02346381,-0.02346381,-0.072403861,-0.007471827,-0.007471827,-0.071298891,0.114047626,0.087846614,0.001478863,0.001478863,-0.129549183,-0.129549183,-0.005455228,-0.005455228,0.212805682,-0.081942918,-0.081942918,-0.052881944,-0.052881944,-0.125412657,-0.078508294,-0.078508294,-0.070542637,-0.070542637,-0.047784024,-0.047784024,0.013537552,0.013537552,0.119827637,0.119827637,-0.057380613,-0.057380613,0.046990011,0.046990011,-0.066497422,-0.066497422,0.074488594,0.074488594,-0.006412675,-0.006412675,0.030417626,0.030417626,0.004607837,0.004607837,-0.096241161,-0.017585284,-0.086804074,-0.086804074,-0.000566495,-0.000566495,0.003767323,0.003767323,-0.115574213,-0.115574213,0.075422067,0.075422067,-0.066040519,0.038123834,0.038123834,-0.024979773,-0.024979773,0.183667893,-0.062872584,-0.02600883,0.007221829,0.007221829,-0.175753054,-0.175753054,-0.065161027,-0.080554408,-0.080554408,-0.006851564,-0.006851564,0.033930481,0.033930481,0.007001611,-0.056448988,-0.056448988,-0.042012769,-0.042012769,0.10202092,0.10202092,0.0006489,-0.057895009,-0.057895009,0.002510286,0.002510286,0.009338368,0.016462999,0.026330743,0.026330743,-0.077286129,0.026733263,0.026733263,0.035617221,0.035617221,0.069775395,0.069775395,0.011408688,0.011408688,-0.000897296,-0.000897296,-0.001425146,-0.001425146,-0.03254854,-0.03254854,-0.071915792,-0.071915792,0.024592286,0.024592286,0.045151633,0.045151633,0.007853254,0.007853254,-0.021881737,-0.021339289,-0.021339289,0.009236903,0.009236903,-0.053291911,0.021167173,0.021167173,0.048271642,0.048271642,0.030581287,0.030581287,0.017880179,0.017880179,-0.035935464,-0.035935464,-0.06781318,0.024433245,0.024433245,0.09000098,-0.054180308,-0.008857072,-0.003068732,-0.048021989,-0.048021989,-0.000668196,-8.34E-05,0.001074812,-0.000418059,0.000879173,0.000170709,0,0,0,0,0.000253023,0,0,-1.69E-05,0,0,0,0,0,0,0,0,0.003214338,0.002997698,0,0,0,0
2012,0.054427012,-0.000426222,0.000614011,0.002944654,0.005040011,-0.011051231,0.003546785,-0.245477412,-0.245477412,-0.016278815,-0.004561312,-0.015051163,-0.156118039,0.104563611,0.104563611,5.30E-05,5.30E-05,-0.008206535,0.033990397,0.164699652,0.023003644,0.00014975,0.00014975,-0.006899863,-0.006899863,0.021106569,-0.156525558,-0.156525558,0.197830006,0.197830006,0.039931909,-0.024474402,-0.057605586,0.151371411,0.151371411,-0.077256908,-0.119252598,-0.119252598,-0.079876204,-0.079876204,0.074362054,0.074362054,0.113413234,0.035897482,0.035897482,0.094416067,-0.081304956,-0.081304956,-0.021342803,-0.021342803,-0.012717488,-0.012717488,0.006837011,0.006837011,0.125072639,0.125072639,-0.065554677,-0.065554677,-0.121810951,-0.121810951,0.04400917,0.166807799,0.166807799,0.086740359,0.086740359,-0.100750881,-0.100750881,0.101842527,0.053306796,0.053306796,-0.00198031,-0.006123447,-0.006123447,0.014991353,0.014991353,0.097391817,0.057198466,0.057198466,0.049831154,0.049831154,-0.057328195,0.052721702,0.052721702,-0.11815339,-0.04169848,-0.04169848,0.01640568,0.01640568,0.018694377,0.018694377,-0.007747974,-0.007747974,0.035166609,0.035166609,0.036204978,0.036204978,0.118794599,0.118794599,-0.142838864,-0.009310103,-0.009310103,-0.131193864,-0.131193864,0.011400562,-0.125469073,-0.125469073,-0.027183168,-0.027183168,0.006530537,0.006530537,-0.052328513,-0.052328513,0.008964351,-0.010885807,-0.010885807,-0.060991398,0.007196971,0.007196971,0.029338582,0.029338582,0.027250773,0.027250773,-0.037267504,-0.037267504,0.144478783,0.144478783,-0.004038762,-0.004038762,-0.012293064,-0.012293064,0.045030305,0.045030305,0.005799211,-0.030023689,-0.030023689,0.003306414,0.003306414,-0.086482683,-0.086482683,0.014605863,0.014605863,0.082978309,0.082978309,-0.093907208,-0.093907208,0.003131548,0.003131548,0.006895613,0.006895613,-0.028040312,-0.028040312,0.024469374,0.024469374,0.011382478,0.011382478,0.011566135,0.036085435,0.036085435,0.128828095,0.128828095,0.054508141,0.054508141,-0.02288037,-0.02288037,-0.111326354,-0.111326354,-0.052363535,-0.052363535,-0.166407967,0.054982517,0.054982517,0.014031683,0.014031683,0.077847738,-0.069046455,-0.042935756,0.075488394,-0.000403843,0.000114858,0.001860568,-0.000227955,0.000378495,0.000144508,0,0,0,0,0.000118447,0,0,-7.87E-05,0,0,0,0,0,0,0,0,0.006334482,0.001181803,0,0,0,0
2013,0.051899393,0.000587505,0.000373259,-0.004340807,0.008604309,-0.011304092,-0.24367378,-0.24367378,-0.035787599,0.002437422,-0.00809815,-0.008337786,-0.008337786,-0.00927156,-0.194515592,-0.149550084,-0.149550084,-0.09970086,-0.195653129,-0.16397976,0.014757557,-0.008551408,-0.008551408,-0.008818581,-0.008818581,0.020054986,0.020054986,-0.155139064,-0.155139064,0.21633439,0.21633439,0.110516643,0.110516643,0.05463359,0.079934098,0.047420153,-0.149981916,-0.149981916,-0.06883973,-0.06883973,-0.09002185,-0.092641482,0.127911826,0.058224176,0.058224176,0.000721835,0.000721835,-0.01776531,-0.01776531,-0.063312573,-0.063312573,0.002302391,0.002302391,0.128691513,0.128691513,0.173206135,0.173206135,0.095962677,-0.065492552,0.080777069,-0.027228949,-0.027228949,-0.146294165,-0.146294165,0.150734581,0.150734581,0.090319097,0.090319097,0.068893097,-0.09427855,-0.09427855,0.034757066,0.034757066,-0.104423058,-0.104423058,-0.023007706,-0.033422503,-0.040978393,-0.040978393,-0.07584156,-0.07584156,-0.048290016,-0.048290016,0.102099032,0.102099032,0.003016659,0.003016659,-0.042111577,-0.042111577,0.04090623,0.04090623,0.041075116,0.041075116,-0.000407366,0.085954545,0.085954545,-0.153568539,0.03038478,0.080665674,0.080665674,0.002659407,0.002659407,0.005095034,0.005095034,0.001748174,0.001748174,0.006701359,0.006701359,0.127538052,0.127538052,-0.052412082,-0.052412082,-0.013756172,-0.013756172,-0.026406479,-0.026406479,0.008613839,-0.00681154,-0.00681154,-0.073932023,-0.073932023,0.105439791,0.053304213,0.053304213,0.027539705,0.094386387,0.058243456,0.058243456,-0.022331398,-0.022331398,-0.004631237,-0.004631237,-0.00499253,-0.00499253,-0.005908098,-0.005908098,-0.06205077,-0.06205077,0.081147057,0.081147057,-0.104502354,-0.104502354,-0.030462047,-0.030462047,0.033337842,0.033337842,-0.044743459,-0.044743459,-0.015901759,-0.015901759,0.012668574,0.012668574,-0.053444888,-0.053444888,0.016246957,0.016246957,0.00520713,0.00520713,0.027667361,0.027667361,0.024169523,0.024169523,-0.178443976,0.024851387,0.024851387,-0.016238354,-0.016238354,0.145211644,0.003074154,0.003074154,-0.011627105,0.001343388,-0.0279439,-0.0279439,0.007735762,0.042580821,0.042580821,-0.00035373,-3.50E-06,0.001170718,-0.000204442,0.000566023,0.000190002,0,0,0,0,0.000305079,0,0,-0.000203388,0,0,0,0,0,0,0,0,0.006100162,0.002773537,0,0,0,0
2014,-0.049287879,0.00062269,0.000194928,0.003503674,0.010652896,0.010652896,0.000426446,-0.272728621,-0.272728621,-0.003026258,-0.00795045,0.008688131,0.008688131,-0.209930141,-0.209930141,0.211579554,0.153844676,0.153844676,-0.167747173,0.230126988,-0.012714434,-0.012714434,0.15612908,0.15612908,0.233714976,0.224508779,0.224508779,-0.109511659,-0.007540562,0.009884203,0.008638118,0.008638118,-0.037427317,0.008512214,0.008512214,-0.026862437,-0.026862437,0.055766488,0.055766488,-0.211527763,0.063189998,0.063189998,0.081697457,0.081697457,0.182894356,0.182894356,0.006336131,0.006336131,-0.022294535,-0.022294535,-0.066384046,-0.066384046,-0.080416061,-0.080416061,-0.037341225,-0.037341225,-0.11619747,-0.11619747,0.045054263,0.045054263,0.07552573,0.058324892,-0.079862461,-0.079862461,-0.04482275,0.034508938,0.034508938,-0.105489182,0.025111548,0.025111548,-0.019558595,-0.015103413,0.003110394,0.003110394,0.007966826,0.007966826,-0.083207907,-0.047444053,-0.047444053,-0.065146147,-0.065146147,0.012012961,0.012012961,-0.008839715,-0.008839715,-0.026646606,-0.026646606,0.006319484,0.196771386,0.196771386,-0.147087577,0.087334915,0.087334915,-0.071381248,-0.071381248,0.092578058,0.092578058,-0.002978902,-0.002978902,-0.037271934,-0.037271934,-0.026801596,0.012989452,0.012989452,-0.025936694,-0.025936694,-0.16501895,-0.16501895,-0.039128837,-0.039128837,0.048078062,0.036752888,0.036752888,0.080567519,0.080567519,0.028154987,0.028154987,-0.029035668,-0.029035668,-0.020302876,-0.020302876,0.06512268,0.06512268,-0.127524242,-0.076888252,0.060744515,-0.0962964,-0.0962964,0.030420122,0.030420122,-0.105683359,-0.041651425,-0.041651425,-0.010678959,-0.010678959,0.022450943,0.022450943,-0.053993823,-0.053993823,0.039796235,0.039796235,-0.041102048,-0.041102048,-0.077221543,-0.077221543,-0.044616269,-0.044616269,0.000828291,0.000828291,-0.015011998,-0.015011998,-0.007091425,-0.007091425,-0.019620877,-0.019620877,0.06376162,-0.068483513,0.038233165,0.038233165,-0.026753479,-0.026753479,0.019355677,0.019355677,0.02863344,-0.064546321,-0.064546321,-0.067311307,-0.014321715,-0.014321715,-0.067099782,-0.067099782,0.049422424,0.066009535,0.034213808,0.034213808,0.03031946,-0.041047026,-0.000238071,-0.000152392,0.000562911,0.000122377,0.000354713,0.00054928,0,0,0,0,0.000700923,0,0,-0.000333841,0,0,0,0,0,0,0,0,0.006072208,0.002619932,0,0,0,0
2015,0.047709808,-0.000610238,-0.000203168,0.001436518,0.011747063,0.011747063,-0.063090865,-0.274361908,-0.274361908,-0.001373964,0.247521885,0.247521885,0.03953851,0.002437746,0.002437746,-0.014477278,-0.014477278,-0.015837219,-0.015837219,-0.14540229,-0.14540229,-0.00942307,-0.00942307,0.10079789,0.215143225,0.180328325,0.180328325,-0.15358028,-0.15358028,0.097901593,0.097901593,0.005474871,0.041964934,0.004057569,0.004057569,-0.03299233,-0.03299233,0.015786625,0.015786625,0.036306896,0.036306896,0.06275717,0.06275717,-0.186800608,-0.186800608,-0.235503566,-0.021093233,-0.021093233,-0.016235067,-0.016235067,0.023055725,-0.076284961,-0.076284961,0.055540552,0.055540552,0.03293557,0.03293557,-0.138163728,-0.138163728,0.186669365,0.186669365,0.047407329,0.047407329,-0.016502385,-0.082996722,0.163227903,0.105441398,0.105441398,0.031283437,0.031283437,-0.053808498,-0.074266111,-0.074266111,-0.065490752,-0.065490752,-0.078372484,-0.078372484,0.056652325,0.056652325,-0.052944812,-0.052944812,-0.027313835,0.029237259,0.029237259,-0.057363577,-0.057363577,0.112978142,-0.147669749,-0.024145224,-0.024145224,-0.051616542,-0.051616542,-0.153293078,-0.153293078,0.06387763,0.082697038,0.082697038,0.035967322,0.035967322,-0.046656083,-0.046656083,-0.005796079,-0.005796079,0.155866995,0.041673809,0.041673809,-0.061297904,-0.061297904,0.067098887,-0.015941577,0.005898146,0.005898146,0.036149307,0.036149307,-0.027613718,-0.027613718,-0.150626572,-0.150626572,0.003031181,0.003031181,-0.036538342,0.041889928,-0.010135451,-0.010135451,-0.045126609,0.033692773,0.033692773,0.050844319,0.006164172,0.006164172,0.060912023,0.060912023,0.036041784,0.036041784,0.028774407,0.028774407,0.078484738,0.078484738,-0.001869097,-0.001869097,-0.056680822,-0.056680822,0.055414595,0.055414595,-0.006375798,-0.006375798,0.008293199,0.008293199,-0.048376607,-0.048376607,0.02685912,0.02685912,-0.043206831,-0.044281,-0.044281,-0.025086978,-0.025086978,-0.065027418,-0.009658969,-0.009658969,0.035428056,0.035428056,0.03941772,0.00586045,0.031261949,0.001469475,0.001469475,-0.066977616,-0.066977616,0.00186584,0.015199926,0.015199926,-0.019727907,-0.052501516,-0.052501516,-0.065332863,0.006339129,-0.000408145,-8.10E-05,0.000671359,0.000146343,0.000365294,0.000458951,0,0,0,0,0.000642439,0,0,-0.000245283,0,0,0,0,0,0,0,0,0.005374764,0.003475883,0,0,0,0
2016,-0.045164187,0.000629011,0.000252124,-0.003727856,0.013143665,0.013143665,0.001235883,-0.261400763,-0.261400763,0.071949868,-0.040774804,-0.267517225,0.20791518,-0.037915113,-0.037915113,0.110831927,-0.114400962,-0.161727698,-0.206736171,0.003397138,-0.005591536,-0.005591536,0.024212293,0.024212293,-0.011864196,-0.011864196,0.158217861,0.158217861,-0.147175773,-0.147175773,-0.14392966,0.137391667,-0.016471541,-0.016471541,0.052509003,0.052509003,0.054056467,0.054056467,0.019364337,-0.004538117,-0.004538117,0.001548432,0.001548432,0.049862309,0.139662329,0.139662329,0.01335719,0.01335719,-0.035521916,-0.035521916,-0.022375489,-0.035837454,-0.035837454,-0.024787006,-0.024787006,0.099856425,0.099856425,-0.231686253,-0.122994604,-0.122994604,0.010615234,0.010615234,0.033876506,0.033876506,-0.181018852,-0.181018852,0.057512421,-0.069097873,-0.069097873,-0.03793024,-0.03793024,-0.01228339,0.032566672,-0.101703467,-0.101703467,-0.067651252,-0.067651252,-0.051464889,0.021430239,0.021430239,-0.079087649,-0.079087649,-0.005363757,0.021669754,0.021669754,0.001289564,0.001289564,-0.014271417,-0.014271417,-0.035959292,-0.035959292,-0.145324417,-0.145324417,0.057966047,0.057966047,0.098299667,0.0040413,0.0040413,0.091612085,0.091612085,0.02038426,0.02038426,0.058719677,0.054503594,0.051550224,0.051550224,-0.031677554,-0.019541092,-0.019541092,0.012398372,0.012398372,-0.016047899,-0.016047899,-0.013079589,-0.013079589,-0.018205197,-0.018205197,0.029008377,0.029008377,0.052789071,-0.041983112,0.034996616,0.034996616,-0.125478761,-0.125478761,-0.059158225,-0.059158225,-0.0166763,-0.046379311,-0.046379311,-0.033003129,-0.033003129,-0.008233812,-0.008233812,0.026070731,0.026070731,0.018329073,0.018329073,0.00901934,0.00901934,0.06663489,0.06663489,-0.076647807,-0.037141488,0.000713628,0.000713628,0.017381557,-0.014044568,-0.014044568,-0.012183537,-0.012183537,-0.018759907,-0.018759907,0.023134806,0.023134806,-0.044392238,-0.044392238,0.052975655,0.025246133,0.025246133,0.069531835,0.042109385,0.042109385,0.001984445,0.001984445,-0.002625195,0.036421295,0.036421295,-0.017719079,-0.017719079,-0.057868853,-0.057868853,-0.048973742,-0.048973742,-0.012164027,-0.023144139,-0.028974831,-0.000210567,-2.32E-05,0.000780605,0.000236567,0.000299538,0.000569901,0,0,0,0,0.000449771,0,0,-0.000186228,0,0,0,0,0,0,0,0,0.004032995,0.004341119,0,0,0,0
