link
https://www.sec.gov/Archives/edgar/data/23194/000095013404011584/d16950exv10w3.htm
https://www.sec.gov/Archives/edgar/data/23217/000162828017007184/cag-5x28x2017x10kex10321.htm
https://www.sec.gov/Archives/edgar/data/29002/000119312513327122/d579876dex102.htm
https://www.sec.gov/Archives/edgar/data/29332/000002933219000067/a102psafor3201susan.htm
https://www.sec.gov/Archives/edgar/data/31978/000119312504191140/dex1002.htm 
https://www.sec.gov/Archives/edgar/data/31978/000119312505099245/dex1003.htm 
https://www.sec.gov/Archives/edgar/data/31978/000119312507109598/dex1004.htm 
https://www.sec.gov/Archives/edgar/data/31978/000119312508226233/dex1006.htm 
https://www.sec.gov/Archives/edgar/data/31978/000119312509101641/dex1003.htm 
https://www.sec.gov/Archives/edgar/data/31978/000119312509167228/dex1006.htm 
https://www.sec.gov/Archives/edgar/data/31978/000119312511049952/dex104203.htm 
https://www.sec.gov/Archives/edgar/data/31978/000119312511212664/dex1004.htm 
https://www.sec.gov/Archives/edgar/data/31978/000003197815000019/eeex_1042-052014123110k.htm 
https://www.sec.gov/Archives/edgar/data/31978/000003197815000019/eeex_1042-062014123110k.htm 
https://www.sec.gov/Archives/edgar/data/31978/000003197815000051/eeex_100720150930q3.htm 
https://www.sec.gov/Archives/edgar/data/31978/000003197817000010/eeex_1028-082016123110k.htm 
https://www.sec.gov/Archives/edgar/data/31978/000003197818000011/eeex_1010tucson-elpasopowe.htm 
https://www.sec.gov/Archives/edgar/data/31978/000003197819000008/eeex_1028-012018123110k.htm 
https://www.sec.gov/Archives/edgar/data/32621/000095013404009454/d16432exv10w12w3.htm  
https://www.sec.gov/Archives/edgar/data/32621/000112528205000435/b404397ex10124.txt 
https://www.sec.gov/Archives/edgar/data/32621/000112528205003480/b407492ex10_12-5.txt 
https://www.sec.gov/Archives/edgar/data/32621/000112528205006819/b410891ex10_1.txt 
https://www.sec.gov/Archives/edgar/data/32621/000112528206004152/b414079_ex10-1.txt 
https://www.sec.gov/Archives/edgar/data/33002/000119312516577976/d179968dex101.htm 
https://www.sec.gov/Archives/edgar/data/46765/000110465906060877/a06-19636_1ex10d1.htm 
https://www.sec.gov/Archives/edgar/data/46765/000104746906014971/a2175096zex-10_2.htm 
https://www.sec.gov/Archives/edgar/data/48039/000004803913000054/hfcq2201310qexhibit104.htm 
https://www.sec.gov/Archives/edgar/data/48039/000004803913000054/hfcq2201310qexhibit106.htm 
https://www.sec.gov/Archives/edgar/data/48039/000004803913000054/hfcq2201310qexhibit107.htm 
https://www.sec.gov/Archives/edgar/data/48039/000004803915000014/exhibit1055.htm 
https://www.sec.gov/Archives/edgar/data/48039/000004803915000014/exhibit1056.htm 
https://www.sec.gov/Archives/edgar/data/48039/000119312515349451/d51001dex105.htm 
https://www.sec.gov/Archives/edgar/data/50471/000103883805000726/ex101form8k080505.txt
https://www.sec.gov/Archives/edgar/data/50471/000103883805000726/ex102form8k080505.txt
https://www.sec.gov/Archives/edgar/data/55135/000005513520000006/kelya-20191229xexh107.htm
https://www.sec.gov/Archives/edgar/data/56701/000095012401501235/c62470ex10-3.txt
https://www.sec.gov/Archives/edgar/data/56701/000095012402000175/c67215ex10-23.txt
https://www.sec.gov/Archives/edgar/data/56701/000095012402000175/c67215ex10-25.txt
https://www.sec.gov/Archives/edgar/data/56701/000095013402011206/c71712exv10w24.txt
https://www.sec.gov/Archives/edgar/data/56701/000095013404014343/d18773exv10w30.htm
https://www.sec.gov/Archives/edgar/data/56701/000095013405018501/d29032exv10w19.htm
https://www.sec.gov/Archives/edgar/data/56701/000095013405018501/d29032exv10w20.htm
https://www.sec.gov/Archives/edgar/data/56978/000119312508162770/dex101.htm
https://www.sec.gov/Archives/edgar/data/57515/000095015205000902/l11729aexv10w1.txt
https://www.sec.gov/Archives/edgar/data/57515/000095015207002218/l25254aexv10w1.htm
https://www.sec.gov/Archives/edgar/data/57515/000095012310081592/c05466exv10w1.htm
https://www.sec.gov/Archives/edgar/data/57515/000005751519000006/lanc-20181231xexhibit101.htm
https://www.sec.gov/Archives/edgar/data/57515/000119312520056538/d886192dex101.htm
